0.325535;0.394603;4970.634732;0.400072;85.392868
0.312254;0.385958;4970.667632;0.918386;81.396873
0.309798;0.386860;4970.700549;1.000000;81.592987
0.308230;0.387162;4970.733455;1.000000;82.136559
0.307834;0.386513;4970.766353;1.000000;81.982025
0.308370;0.385126;4970.799276;1.000000;81.743805
0.309186;0.383739;4970.832170;1.000000;82.676598
0.309544;0.383398;4970.865082;1.000000;82.492447
0.335047;0.426027;4970.897977;0.827353;80.164734
0.344446;0.438878;4970.930883;0.937855;82.158432
0.345265;0.438071;4970.963797;1.000000;81.669609
0.346252;0.437612;4970.996714;1.000000;79.133522
0.346660;0.436821;4971.029630;1.000000;77.013123
0.346765;0.436435;4971.062533;1.000000;76.423943
0.346626;0.437782;4971.095439;1.000000;75.286934
0.345871;0.437403;4971.128323;0.988090;74.205406
0.346009;0.437568;4971.161220;1.000000;73.768448
0.345523;0.437464;4971.194120;1.000000;72.630516
0.345516;0.437731;4971.227029;1.000000;71.390884
0.345505;0.438740;4971.259928;1.000000;70.201118
0.345452;0.439220;4971.292843;1.000000;70.511497
0.345807;0.439015;4971.325744;1.000000;69.790718
0.345941;0.438792;4971.358663;1.000000;69.425735
0.345854;0.438803;4971.457372;1.000000;67.186356
0.345140;0.439691;4971.490282;1.000000;66.092888
0.345328;0.439513;4971.523183;1.000000;65.088432
0.345217;0.440070;4971.556100;0.918917;65.435852
0.345178;0.439584;4971.589000;1.000000;64.016350
0.346145;0.440028;4971.621894;1.000000;63.314083
0.346275;0.440293;4971.654812;1.000000;63.172070
0.346053;0.440008;4971.687729;1.000000;62.507973
0.346200;0.439871;4971.720642;1.000000;61.562607
0.346749;0.439638;4971.753531;1.000000;62.547379
0.346659;0.440103;4971.786422;1.000000;62.426926
0.347111;0.439648;4971.819309;1.000000;62.358017
0.347109;0.439509;4971.852213;1.000000;62.932850
0.346987;0.439472;4971.885109;1.000000;63.772995
0.347267;0.438900;4971.918018;1.000000;64.065826
0.347537;0.438371;4971.950924;1.000000;64.978851
0.347624;0.438704;4971.983816;1.000000;65.423775
0.348388;0.437499;4972.115458;1.000000;67.256615
0.348713;0.437593;4972.148363;1.000000;68.759979
0.349383;0.436403;4972.181268;1.000000;69.773598
0.349284;0.435621;4972.214185;1.000000;70.080551
0.349586;0.434900;4972.247091;1.000000;70.318130
0.349375;0.434536;4972.279996;1.000000;70.743767
0.349802;0.433312;4972.312914;1.000000;71.194748
0.350652;0.432551;4972.345816;1.000000;71.433731
0.350820;0.431261;4972.378728;1.000000;71.702309
0.351362;0.430401;4972.411652;1.000000;72.266640
0.352006;0.428658;4972.444570;1.000000;71.546013
0.351980;0.427809;4972.477489;1.000000;72.456406
0.354748;0.427576;4972.510395;0.879382;73.820984
0.000000;0.000000;4972.543296;0.000000;0.000000
0.405354;0.469480;4972.576190;0.631140;75.122406
0.406481;0.464565;4972.609099;0.949174;74.069946
0.408023;0.461616;4972.642008;0.907967;74.358559
0.408767;0.459047;4972.674912;0.739484;74.334000
0.410261;0.458489;4972.707805;0.730822;74.898491
0.410140;0.454449;4972.740706;0.767220;74.710144
0.412363;0.454488;4972.773619;0.924107;75.689377
0.434618;0.509317;4972.806520;0.990000;75.607895
0.438621;0.511545;4972.839436;0.877916;77.608963
0.440221;0.508857;4972.872340;1.000000;77.502251
0.440414;0.504185;4972.905243;1.000000;76.330193
0.440469;0.500854;4972.938159;1.000000;76.031570
0.000000;0.000000;4972.971069;0.000000;0.000000
0.000000;0.000000;4973.003958;0.000000;0.000000
0.437877;0.569107;4973.036857;0.842687;75.487656
0.437288;0.565631;4973.069762;0.847053;75.496239
0.436723;0.562109;4973.102687;0.739673;76.026825
0.436543;0.558821;4973.135590;0.722640;75.278999
0.436062;0.555740;4973.168505;0.804605;74.596771
0.436191;0.552730;4973.201408;0.860190;75.006996
0.435300;0.550288;4973.234320;0.874593;74.161133
0.420785;0.562095;4973.267220;0.715071;73.407547
0.404195;0.590813;4973.300121;0.990000;74.713921
0.405941;0.587994;4973.333029;0.887566;74.676956
0.407394;0.585088;4973.365939;0.759120;74.831116
0.408818;0.582122;4973.398830;1.000000;73.953712
0.409683;0.579621;4973.431736;0.671960;73.807449
0.361823;0.584745;4973.530453;0.962208;75.678276
0.363059;0.582368;4973.563360;0.897469;75.691681
0.364615;0.580113;4973.596265;1.000000;74.813789
0.365846;0.578459;4973.629178;0.996591;75.017525
0.367210;0.577102;4973.662076;1.000000;76.014320
0.367596;0.575995;4973.694976;1.000000;76.589211
0.369366;0.574178;4973.727879;1.000000;76.079033
0.371163;0.572480;4973.760785;1.000000;76.430550
0.373507;0.570904;4973.793674;1.000000;76.239044
0.375630;0.568941;4973.826578;0.986446;76.250305
0.000000;0.000000;4973.859484;0.000000;0.000000
0.000000;0.000000;4973.892393;0.000000;0.000000
0.389842;0.563531;4973.925299;0.838215;78.152054
0.390164;0.562273;4973.958199;1.000000;78.243889
0.389726;0.562499;4973.991101;1.000000;79.005280
0.389682;0.562529;4974.024000;1.000000;79.255463
0.389275;0.563091;4974.056921;0.921160;79.547966
0.388509;0.564217;4974.089825;1.000000;79.163551
0.388107;0.565606;4974.122723;1.000000;79.775734
0.387932;0.566521;4974.155635;1.000000;80.042130
0.387820;0.567015;4974.188544;1.000000;80.400856
0.387793;0.568236;4974.221431;0.987211;80.326256
0.388469;0.568943;4974.254331;1.000000;80.332619
